label,review
1,很快，好吃，味道足，量大
1,量大，好吃，每次点的都够吃两次
1,送餐师傅很好，味道好极啦
1,又快又好，量足，经常吃
1,超级快就送到了，谢谢骑士很快，感谢骑士这种天气还在工作！
1,"送餐快,送餐大哥态度好,辛苦啦"
1,味道很正点！餐具很好用！送餐速度快！
1,一个小时送到的，很好吃，但是点了平菇怎么没给
1,味道还不错，红烧肉更软点就更完美啦！
1,"挺好的,服务态度也挺好的"
1,最近迷恋金桔柠檬茶啊！
1,"好喝不贵,红红火火哈哈哈"
1,好喝，也没有漏。，，，，
1,在这样寒冷大风的天气里，等了一下午的奶茶终于到了，已经从热的变成凉的了。但仍感谢骑士的敬业精神！
1,好喝，百度送的很快，非常感谢
1,师傅人很好，送的超级快
1,岩盐芝士绿茶每单必点
1,"一直很好喝,这个很好喝"
1,超快就送到了，喜欢百度外卖，真心赞！
1,师傅很好，服务很热情！
1,隔三差五儿的就点两杯味道不错！送餐员辛苦啦！
1,"挺好的,辛苦了"
1,好评啊，配送速度超快，这大雾霾天的辛苦啦~
1,送餐员态度很好！辛苦啦！奶茶味道棒，谁让我是个奶茶控几乎天天喝…
1,非常喜欢味道不错，辛苦了！
1,美味，及时，经常订，希望优惠力度再大些
1,。送餐员特好的说话。。。。。。
1,服务很好！还送了吸吸冻！哈哈
1,非常好送的很快，，，还是热的。
1,小哥长得帅态度还好，好评
1,很快好开心
1,几乎天天都喝
1,"味道超赞,送的也快提前了半个小时"
1,一如既往的好
1,好的还可以
1,下雨了，感谢送餐员
1,菜很好吃，就是炒饭这次给的有点少。
1,态度很好，效率很高，给十分赞
1,挺快的味道不错，推荐大家选择。
1,很快很好吃更给力会继续支持的
1,味道很棒啊
1,谢谢骑士，辛苦了～～
1,撒得一塌糊涂，味道不错。
1,嗯，好吃，黄焖鸡真是吃一家一个味，我喜欢这个味道，棒棒哒
1,米饭有点硬，有点凉了。
1,"飞速送达,谢谢配送员,菜品也不错"
1,"太实惠了,味道好,好好好好"
1,速度很快，用了不到20分钟就到了，东西也很不错，赞一个！
1,饭到的很快，服务非常好。
1,挺好的，送的也挺快的，米饭再好点就更好了，感谢送的coffee
1,送餐很快，味道也很不错，量大
1,"分量很大。对于食量小的妹纸是可以俩人吃一份的…。味道也不错,送的又快。非常赞！"
1,活动挺好、希望继续保持
1,不错、白度快递小哥速度够快！饭品也OK
1,很满意。味道好好，量还足。送餐好快，谢谢百度外卖的送餐师傅。
1,没想到这么好吃，好评！！！
1,快递小伙真不错，菜的辣味十足
1,"虽然比不上湖南当地的但在北京来说味道算不错啦,老板湖南人吧"
1,很不错，好吃，以后还会买
1,送菜速度很快，很好，谢谢师傅
1,这么大的风！骑士送来还是热的！速度真心快！
1,热干面不好吃。。鹌鹑皮蛋调料汁味道好怪，其它的还挺好，派送员服务很好！
1,非常方便，百度骑士很赞！谢谢
1,还是一样的好吃，全吃掉了！
1,都不错，配送员很负责
1,"热干面口淡,皮蛋还不错,送货速度很快"
1,美团不能送，果断换百度，很快就到了，师傅辛苦，谢谢。
1,这次味道不错，下次购买
1,来的时候汤洒了！面好吃.牛肉最好在炖的烂一点.
1,送货超级快，服务超级好，一旦拥有别无所求
1,比预计时间快了好多，又快又好，好评！！
1,好吃，但是被烫泡发了
1,"很好吃,忘给筷子啦"
1,很好，热干面有点干了，但是是正常的，好吃。
1,面和粉的味道很赞啊，分量足，牛肉肥肠也给得多，豆干好大一块啊
1,好吃，百度骑士非常棒
1,按配送时间送的，而且有发票，挺好的。
1,东西有点硬，不及别的地方吃的松软
1,超快，很好
1,不错很快～
1,送餐小哥很敬业
1,很快，而且送了番茄酱和纸巾
1,好吃，送的特别快，好评
1,"送得特别快,饼味道一般"
1,"味道不错,就是小点了"
1,饼太油腻了。吃几口就不行了
1,比较远，不过还可以了
1,土豆肉丝卷有点咸了……
1,料很足，味道也不错，就是包装怎么那么复杂？！
1,送的很快，就是味道清淡了一点
1,很好！师傅辛苦了！
1,非常好吃，肉特多，连着吃了两次
1,超好吃！！！特别快就到了，很大一份～～
1,帮同事订的，很好！
1,好吃，加热一下就更好吃了
1,"味道还不错,有点点干"
1,味道好，速度快，不错。
1,"鱼香肉丝卷饼不如纯肉的好吃,有点咸"
1,超好吃，送餐也很快！
1,卷饼的面粘牙，粥还不错
1,人大写成三义庙不好意思。
1,没想到是熏肉，不太喜欢
1,快递小哥效率很高哦！谢谢了
1,味道不错，就是好辣啊！把辣椒拿出去又觉得有点腻，能吃辣的可以试试看！
1,"速度需努力，再接再厉,,"
1,味道有点怪，可能个人原因，不爱吃
1,饼真心不是我想吃的那样的
1,一个多小时…还好当初也不是抱着快点到的希望定的
1,送的太快了，师傅很辛苦，谢谢了。
1,"包装超好,饼也很实惠！"
1,"挺快的,好吃"
1,"一直很好的卷饼，但是这次拿到餐就觉得纸袋下面湿的，打开包装发现里面粥是倒的……,粥撒了……"
1,味道不错，还有手套送。送餐速度也挺快的，满意！
1,粥还可以，饼真不好吃，就是肉块，口感不好，不好吃。
1,尖椒土豆丝盐放少了
1,卷饼还行，粥太难喝，皮蛋瘦肉粥太腥了，还得自己下楼取，勉强好评
1,很快，也好吃
1,粥漏了又给送了个，很不错
1,吃完满满正能量
1,"一般,不是特别好吃"
1,真实在。菜有点少。肉很多
1,真的非常好，比实体店便宜。定了好多次了
1,挺好的，都是瘦肉，就是感觉里面多加点蔬菜就好了，都是肉，有点腻！
1,卷饼好吃。外卖小哥服务态度好。各种赞
1,现在的送餐速度是越来越慢
1,吃着味道很不错，也很实惠的店铺
1,要是饼再厚点就好了
1,没我想象的大，只有一个卷好了的，差点不够吃！
1,尖椒土豆丝不好吃，别的都不错
1,送的比较慢
1,我以为我要等到饿死。结果我又活过来了
1,送餐速度快点就完美了
1,非常好，不错，还会光顾
1,"味道不错,就是有点油"
