1,好评啊，配送速度超快，这大雾霾天的辛苦啦~
0,就这还想要意见？找客服，你没送到就没送到，找毛的理由了，我饿了2个小时，对你态度能好？直接差评，以后不来买了
0,饼有点硬，不好吃。
1,有点慢～～～送餐时间不稳定
0,送的真快，在快点都能当晚饭吃了！！！
0,"送了一个多小时,两点吃上的,有点夸张了吧"
1,很快，也好，包装也好，赞赞赞
0,连个餐具都没有，送餐态度也不好
0,太慢了，饿到后来吃了点别的就不饿了。
0,红油热干面吃了拉肚子！！难受！和老家味道完全不一样啊！
1,"东西不错,很好吃,配送很快！"
1,提前送到不错。
0,主题太硬了吧？腐竹还凑合
0,"服务垃圾,非常不到位"
1,"送的太慢,由于太饿也不知味道如何,全五分。向同样等待的人们,致敬"
0,送餐挺快的。就是太难吃了……米饭特别多…几乎没有菜……
0,送餐员态度很不好
0,确定再也不会从网上订餐了
0,蛋挞口味都是错的。奶酪披萨也很难吃.....根本就没有奶酪....还晚送了40分钟.....
0,十点订餐。。。十二点十五到。。。我终于知道你们为什么吃的很香的。。。都你妹饿的
1,整体都很不错
1,好吃的卷饼
0,"歪着拿过来的,猪排全洒出来了,差评"
0,基本上还好吧
1,送的挺快的，稍微有点腻
0,你确定你做的是京酱肉丝？还是欺负顾客没有吃过？还是因为顾客选择了打折？还是百度没有给你们补差价？米饭还是二次加热过的，明显是剩饭。无语，伤心，不会再订了
0,没想到已经凉了，比必胜宅送，差远了。起码那个是热的！
1,百度送货员非常快就送来了，就是商家不给筷子不太方便！
1,给力，就是速度慢点，需要早定
0,点的吊烧鸡，店家沟通过是吊烧鸽，也很诚实的说肯定没有鸡那么大，我也就嫌麻烦没退，虽然有心理准备但看见实物还是惊呆了，只有拳头那么大，实在不知道该说什么好，价格还是42，觉得有些不舒服，一只烤鸭一盒完全能装下，结果装了两个半盒，葱丝和黄瓜却用袋子装，盒子也是要钱的啊，红莲确乎不是记忆中的红莲了，我从小在南城长大，对红莲有儿时的情节，当年的南城第一炉已不复存在，快递小哥还是很好的，赞一个
0,十分不理解为什么要用塑料袋直接装，看到都没有胃口了。想剩菜一样……
0,我一再声明留言不要肥肉烧肉！！！！第几次了？！差评！！！！
1,南瓜羹撒了满口袋，煎饼已经惨不忍睹
0,很不开心的一次！！！三点多下的订单，怕他们忙，让他们五点送，这个推时间，一下子下班到18点20才送到这。还各种找借口！！！！
0,没有久久鸭店里买的新鲜
0,"太慢了,1.10才送到"
0,今天可能因为各种原因晚了40分钟吧，还有代金券为什么默认吞了，不支持卷但是在选项和店面下不要标代金劵
0,第二次叫这家外面，发誓再也不会订第三次；第一次是冬天等了两个小时，饭凉的还特别难吃；这次是等了一个半小时，三盒饭连袋子都没有，全是油…最奇葩的是，筷子沒有任何包裝就在手裡拿著，叫這家外賣的請自行準備筷子！然后再次刷新了难吃纪录，汤里的豆腐是酸的，太难吃了全部扔掉重新叫的别的，两次都这么差，真是绝了这家！
0,一个多小时了根本没做，打电话询问，还骗人说已经在路上了，绝对差评
0,不好吃。分量少。送货太慢。
0,怎一个慢字了得
1,送外卖小伙服务真棒，很尽责！
1,送餐师傅态度很好，送餐也很快，谢谢师傅的服务。
1,很好吃，定了好几次了
1,在SOHO500米外的融科望京苦等三小时之后终于等到了！！！
0,不错，薯条特别好吃
0,蛋糕溶掉了
0,等了两个小时，一切差评！！！！！！！！！
0,没那么地道
0,11:10下单的，等送到的时间是差十分钟2个小时。
1,谢谢快递师傅，辛苦啦
0,油特别重，而且不好，汤不好喝，米线汤很重要的！不过菜多，以后豆芽能换成青菜吗…再吐槽一次油…
0,说了不吃辣。。。送来的还是辣的
1,"很不错,还放了芝士,棒"
1,"赞赞赞,好好好,以后还来"
0,这家石锅吃过最难吃的了，首先是没辣酱，然后饭其实就是蒸米饭，不是石锅做好的！！味道太差！！价格还贵！！！不建议！！
0,要了一杯酸梅汤，来了撒了半杯在袋里
1,没想到是熏肉，不太喜欢
0,饺子太少了
0,辣牛肉里面没有牛肉
0,上次没拿水，这次没薯条
1,饼太油腻了。吃几口就不行了
0,没有想象的多
0,"显示的黑椒鸡腿，实际是,翅根,！！！"
0,单加的青菜里有根头发
1,没我想象的大，只有一个卷好了的，差点不够吃！
1,点饺子不给拿醋
0,太慢了，口味对我来说是一般。
1,服务很好，昨天吃的，今天补单的。
0,"土豆丝明明选的炝炒的,送来的就是醋溜的,真心的难吃"
0,"换过两次套餐,都是17换16,前后2次,2块钱,都没退"
1,煎饼里沙拉酱太多了，齁咸齁咸的……
0,太次了，一个半小时了才送到，面都驼一起了，没法吃扔了，以后再也不定了
0,到的晚，都凉了，菜品汤也洒了出来，脏兮兮，炒饭里也没看见芝士！
1,送餐很速度！糕点很好吃
1,不错，肉很多，包装也挺干净
0,红烧肉饭四块肉
0,最奇葩的一次，这米饭少到没法再少…估计成年人能吃五份米饭，那么大的盒子，米饭放了不到六分之一…难道你家的米很贵吗？真是日了狗了！
0,草泥马，什么玩意这是，是饭么。坑爹呀
1,神速啊！餐还是热的呢
1,赞赞！加红豆味道更好！
1,师傅非常好，谢谢
0,144分钟，足足两个多小时。木有筷子。不会再定。
1,不错~就是鸡腿肉有点少
0,韭菜的很好吃，其他的一般
0,漏发一份披萨，筷子没给，幸好自己有多余的，不然怎么吃，整体心情超差
0,"冲着实体店粥不错定的,谁知道商品没有是在我等了半小时才打电话让我换菜,可气的是换了菜又等了一刻钟打电话告诉我换的也没有,碰到谁估计都窝火了,后来只有我付现金的差价折半解决,这些暂且不提,最近发现用我的账号不能定出问题那一次的地址,（只要送餐地址是出事故那次的地址就就显示商户休息中……,换其他地址又OK）你们商家真有能耐啊,咋回事,黑我嘞,我定的肉饼都焦了,不知道你们定的是不同我一样,同样的转起来,百度外卖那么久,第一次恶评,太恶劣了,投诉这样的不负责的店员和商家,都不能开心滴吃饭了"
0,没有餐具，让我用手抓嘛！
0,俩小时没人送，电话打不通
0,难吃的要死，宫保鸡丁放黄瓜？那叫酱爆鸡丁我谢谢你！宫保鸡丁要放葱和花生米，还有那柠香鸡翅。也是难吃的要命，就不能正常点弄个奥尔良味或者黑椒味的么？。。弄个柠檬味鸡翅。。尝了一口就醉了。以后再不定了。死难吃死难吃的
0,"你吗,送了俩小时,太不靠谱了"
1,送餐很准时，饭菜也很好，值得购买。。。。
0,都点好几次了，这次怎么夹生米，没法吃
0,11点下的单，到了下午一点半还没送，两个半小时就算走路也走到了吧，打电话催了3次还不给送，还各种找借口。建议大家不要点他家的外卖，巨坑爹！！！
0,卤蛋忘了送，后面请补上。
0,八点半下的早餐订单，10:50才送到！！还让不让人吃早餐了？！体验过慢的，没有体验过这么慢的配送服务！
1,味道不错呀，鸡翅好吃！
0,送餐速度太慢了，真是不能忍了，好脾气全被磨没了。
1,"挺好的,挺好喝的,不错"
0,一个小时零十分钟，简直龟速，下次不点了，不准时
0,"晚了一个半小时,而且都凉了"
0,太慢了！等了2个半小时，6点多下的单、快睡觉的时候才来！居然说订单弄丢了！太过分！
0,我只想说，没见过这种送餐的，菜品质量太差，量特别少，太差
1,锅底怎么是13？
1,吃的很饱！一分价钱一分货
1,忘记给勺子了，豆腐脑没吃成
0,呵呵。写的30分钟，送了1个多小时，泡菜汤好一般啊
0,"服务可以,，但是菜品味道、温度都很一般"
0,送来的面都黏了，送货太慢了，等了1个半小时才到，从你店到我这10分钟的路程都不到，还能送迟，我就服了。
0,哎，别的不多说了，吃了拉肚子，大家最好别定这家了。太坑了。
1,"超级快,准时。希望以后都这位小哥配送"
0,皮蛋粥里的肉是鸡肉，还是不知多久的熟鸡肉扯的丝。炒饭更烂了，里面的黄瓜，那是黄瓜啊！是黄瓜皮只是切碎。而且饭黏的要命，还没有放盐。总之太烂
0,口味还可以，就是送餐太慢。离着挺近的，结果等了1个多小时。
0,牛肉面吃到了小蟑螂！无语！以后不能定了
0,太腻了，口感不如西少爷
1,百度外卖服务赞，送餐员很好～
0,送的倒是真速度～可是勺也没给餐巾纸也没有-_-#…以后不点这家了…面不好吃～一股子很不新鲜的味道…鸡腿也是闻起来不新鲜…酒糟小汤圆好马马虎虎…
0,"豆角很老,很柴"
0,菜品偏咸，味道也一般。打开包装里面菜汤全洒了。
0,"还可以吧,送餐太慢了"
